,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,19,19,20,20
Location:,N/A,,N/A,,"Sharurah, Najran Province, Saudi Arabia",,"Rafha Gov., Northern Borders, Saudi Arabia",,"Wadi Al-Maleh,  Deir ez-Zor Governorate, Syria",,"Central Anatolia Region, Turkey",,N/A,,"Kyiv region, Ukraine",,"Vilniaus apskritis, Lietuva",,N/A,,N/A,,"Shinile,Somali",,"Zoba Anseba, Eritrea Eritrea",,"New Valley, Egypt",,Egypt,,"Matrouh, Egypt",,N/A,,N/A,," Campodimele, Latina, Lazio, Italia",,"Lambertino, Montalcino, Siena, Toscana, Italia",
,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude,Latitude,Longitude
,51.61941667,-7.7675,51.31444444,-0.923416667,47.82983333,18.54913889,44.09508333,28.84644444,41.11686111,34.86441667,37.97794444,40.05911111,35.40230556,43.72663889,29.866,50.39191667,25.72522222,54.62938889,21.11202778,58.84411111,47.16977778,-1.109444444,41.91536111,9.767805556,38.10116667,16.26358333,31.34733333,25.13097222,28.69025,28.03991667,25.54236111,31.19719444,23.36883333,33.22980556,18.49561111,37.45055556,13.51597222,41.41041667,11.42213889,42.99933333
year,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%,Magnetic Intensity/µT,Average Humidity/%
2012,60.98256492,86.75,61.24940522,90.625,60.44661438,88.125,59.22594109,64.125,58.72082622,74.25,57.14809441,62.75,57.05367999,15.875,53.76488028,22.125,50.00805535,60.375,47.41526567,75,59.87905743,86.625,58.00321451,74.5,56.26352461,82.375,51.20350113,56.25,50.42409633,27.125,47.93686741,20,46.35365289,16.25,42.81777327,51,38.53842987,54.875,36.54790672,63.625
2013,60.95208887,95,61.21879583,71.375,60.41640618,76.5,59.19634292,63.625,58.69148048,65.25,57.11953464,53.125,57.02516741,36.5,53.73801127,34.125,49.98306381,73.75,47.39156988,54.875,59.84913287,78.75,57.9742274,76.5,56.23540691,78.25,51.17791217,51.125,50.39889688,31.125,47.91291096,19.625,46.33048764,12.875,42.79637509,72.625,38.51917028,55.125,36.5296419,62.875
2014,60.92162806,87.375,61.18820173,81.875,60.38621307,69.125,59.16675954,66.25,58.66214941,77.75,57.09098915,39.125,56.99666907,12.75,53.7111557,17.375,49.95808477,64,47.36788594,77.5,59.81922326,85.75,57.94525477,64.125,56.20730326,75.5,51.152336,66.875,50.37371003,49,47.88896648,43,46.30733398,27.625,42.77498759,63.875,38.49992032,59.25,36.5113862,71.5
2015,60.89118247,82.875,61.15762291,73.25,60.35603506,59.25,59.13719094,71.5,58.63283299,51.125,57.06245792,36.75,56.96818498,14.875,53.68431354,37.375,49.93311821,55.25,47.34421383,73.25,59.78932859,75.75,57.91629662,62.375,56.17921365,63.875,51.12677262,52.375,50.34853576,27.75,47.86503396,21.625,46.28419188,17.875,42.75361079,65.125,38.48067998,62.5,36.49313963,67.125
2016,60.86075209,75.5,61.12705938,68.625,60.32587212,58.125,59.10763712,72.875,58.60353123,80.875,57.03394095,62.625,56.93971512,29.875,53.6574848,20.25,49.90816413,58.625,47.32055355,79.125,59.75944887,73.25,57.88735295,68.375,56.15113808,72.875,51.10122201,61.375,50.32337407,35.625,47.8411134,21.25,46.26106135,13.375,42.73224466,62.5,38.46144926,60.5,36.47490218,64.875
